TICID,SECTOR,RA_OBJ,DEC_OBJ,EQUINOX,PMRA,PMDEC,PMTOTAL,TESSMAG,TEFF,LOGG,MH,RADIUS
24705529,1,25.855504,-67.042769,2000.0,16.7812,-53.469,56.04054456,9.71399975,5500.5,3.9000001,-0.49000001,1.03778994
25065290,1,60.389398,-66.893063,2000.0,-25.9047,9.38529,27.55244364,10.97700024,5568.0,4.36776018,nan,1.07497001
25079777,1,60.954955,-68.572328,2000.0,31.2173,-2.89229,31.35099936,11.22200012,5706.0,4.4823699,nan,0.95859301
25080867,1,61.08803,-71.55925,2000.0,117.306,69.874,136.53964081,9.72900009,5740.0,4.43549013,nan,1.01615
25081407,1,61.330236,-69.72191,2000.0,2.20526,18.9159,19.04401335,10.53600025,5637.0,4.37210989,nan,1.07896996
25132754,1,62.136696,-70.434329,2000.0,61.4584,-30.4421,68.5846658,10.25,5911.0,4.49675989,nan,0.96960902
25200060,1,326.6911,-21.764162,2000.0,-13.7,-26.0,29.38860323,10.34399986,5538.0,4.39169979,nan,1.04167998
25300361,1,327.797666,-21.783919,2000.0,4.29425,7.73907,8.85063769,10.43700027,5501.39990234,4.30999994,-0.25,0.98791301
29285387,1,313.008094,-26.248807,2000.0,25.2374,-18.3869,31.22506125,10.19699955,5604.0,4.37855005,nan,1.06657004
29392968,1,313.577164,-26.625934,2000.0,7.58498,20.0481,21.43497691,9.41100025,5608.0,4.35984993,nan,1.09033
29667425,1,315.330847,-27.317436,2000.0,9.2,-22.5,24.30822906,10.22299957,5527.0,4.39391994,nan,1.03752005
29717176,1,315.565393,-28.345394,2000.0,66.8,-39.14,77.42208729,10.04100037,5503.0,4.3987999,nan,1.02840996
29780270,1,65.007724,-71.316717,2000.0,-21.2,5.6,21.92715212,10.92199993,5679.56982422,4.3748498,-0.127005,1.07331002
29837160,1,316.321621,-27.911648,2000.0,75.0,-68.01,101.24406205,10.24400043,5649.0,4.36978006,nan,1.08349001
30401427,1,74.713465,-71.537008,2000.0,-12.0021,-15.7552,19.80597716,11.32900047,5567.39990234,4.48626995,0.209289,0.94991797
31177972,1,76.603144,-67.458383,2000.0,45.1,41.2,61.08559568,10.84700012,5569.0,4.38547993,nan,1.05339003
31655633,1,46.481323,-68.907901,2000.0,-31.7,-9.2,33.00802933,10.57400036,5507.70019531,4.38000011,-0.44999999,1.00847995
31673724,1,47.62241,-66.499522,2000.0,-88.6231,-31.5269,94.06380429,8.5369997,5965.0,4.44562006,nan,1.03720999
31867961,1,52.785713,-69.294906,2000.0,38.678,3.10126,38.80213264,10.98700047,5709.0,4.51181984,nan,0.92699599
31942367,1,54.161606,-70.638955,2000.0,20.8578,-23.4939,31.41673373,10.60400009,5757.0,4.43440008,nan,1.01964998
31945307,1,54.778173,-67.778155,2000.0,-5.19466,-8.48214,9.94641601,10.81799984,5569.0,4.38547993,nan,1.05339003
31961535,1,55.053161,-66.792208,2000.0,-25.1324,-4.63258,25.55578853,11.23499966,5576.0,4.47590017,nan,0.95009702
32036085,1,56.765177,-69.434646,2000.0,-4.50208,4.36639,6.27168924,11.1590004,5689.0,4.43499994,nan,1.01015997
32050449,1,57.170528,-68.710768,2000.0,-3.85332,6.87566,7.88180027,10.13899994,5510.89990234,4.36999989,0.2,1.08249998
32090394,1,58.420265,-69.297171,2000.0,2.04955,7.01633,7.30955141,10.48799992,5549.0,4.38497019,nan,1.05129004
32200788,1,332.457605,-25.224371,2000.0,63.4722,-142.197,155.71996334,9.55099964,5568.0,4.44175005,nan,0.98718899
38461400,1,61.137856,-64.576445,2000.0,-19.4154,-64.6438,67.49650832,10.36600018,5510.85009766,4.46049023,0.110706,0.988123
38468130,1,61.654921,-62.820756,2000.0,6.75499,-26.1541,27.01234601,10.04599953,5685.25,3.63000011,-0.52999997,1.07288003
38516338,1,62.639295,-65.569386,2000.0,95.679,33.3429,101.32235697,10.69699955,5603.0,4.52057981,nan,0.90556097
38572209,1,63.397123,-63.900553,2000.0,25.484,16.2536,30.22604455,10.80900002,5815.27978516,4.12082005,-0.0757445,1.09783995
38587275,1,64.161582,-64.553611,2000.0,-9.19582,4.50352,10.23937488,11.14400005,5937.18017578,4.34189987,-0.0973689,0.91361701
38760820,1,67.116342,-65.479606,2000.0,59.4742,23.75,64.04094757,10.70699978,5661.72021484,4.40546989,-0.0772099,1.03505003
38845575,1,68.899904,-61.662254,2000.0,10.9563,68.907,69.77259604,10.22099972,5825.10009766,4.15999985,0.01,1.07044995
38849267,1,8.751349,-67.234641,2000.0,130.062,-40.8391,136.32298388,9.49800014,5527.0,4.45662022,nan,0.96526599
38907321,1,69.367591,-64.101943,2000.0,61.3452,26.0071,66.63034454,11.38099957,5716.0,4.0999999,-0.66000003,0.90271997
38942483,1,69.836128,-65.848787,2000.0,59.3244,42.5836,73.02566278,10.92599964,5854.0,4.4362402,nan,1.03092003
38967148,1,11.53108,-71.229464,2000.0,-96.9284,-6.05698,97.11746359,9.15100002,5571.0,nan,-0.25,0.98984301
40277178,1,76.975298,-67.697642,2000.0,5.1,-31.0,31.4167153,10.91100025,5658.0,4.3680501,nan,1.08687997
40336359,1,77.239707,-66.442248,2000.0,-23.5994,-55.9554,60.7283992,10.53100014,5662.0,4.38747978,nan,1.06335998
41590620,1,93.888559,-66.847529,2000.0,-14.5,14.0,20.15564437,10.72700024,5603.64990234,4.48693991,0.37339801,0.96928799
51993624,1,15.485358,-69.978976,2000.0,109.548,-8.76456,109.89805192,9.81999969,5586.0,4.48193979,nan,0.94472599
52079142,1,17.227299,-66.203727,2000.0,-23.7036,-20.9651,31.64484272,10.11200047,5516.39990234,4.15999985,-0.37,1.07691002
55366186,1,77.208759,-64.763259,2000.0,7.32942,36.8063,37.52897703,10.97799969,5722.97998047,4.21235991,-0.0943967,1.07587004
55450673,1,70.620885,-60.959407,2000.0,19.4174,-9.54186,21.6352147,10.8380003,5500.0,4.5,0.25,0.92864197
55476866,1,71.051172,-60.659725,2000.0,9.09432,-22.5561,24.32045031,11.14099979,5897.0,4.45773983,nan,1.01201999
55559618,1,73.13848,-64.929326,2000.0,-19.61,101.56,103.43590141,10.72700024,5591.0,4.38111019,nan,1.06167996
55604793,1,73.522333,-61.320328,2000.0,56.8557,33.1989,65.83872404,10.01900005,5709.62011719,4.5040102,0.19819801,1.00718999
55742599,1,74.48123,-65.598003,2000.0,-23.3968,13.387,26.95592735,10.34799957,5686.18017578,4.46499014,-0.0224219,1.07075
55780996,1,75.483993,-60.512127,2000.0,86.6239,45.1709,97.69396224,9.68500042,5529.0,4.41277981,nan,1.01549995
55847881,1,75.735858,-63.855658,2000.0,-19.4244,-75.4992,77.95791503,10.63399982,5606.14013672,4.45433998,-0.0507494,1.01484001
63281333,1,337.296312,-34.427063,2000.0,53.1207,-76.0046,92.72814023,10.09000015,5828.79980469,3.97000003,0.16,0.97015798
71271938,1,330.188968,-43.372477,2000.0,-15.6535,-80.3869,81.89679941,10.56499958,5868.0,4.4558301,nan,1.00995004
71316102,1,330.765,-42.151397,2000.0,0.529403,15.3248,15.33394152,10.25599957,5613.0,4.48343992,nan,0.94631499
79303026,1,319.113031,-48.000239,2000.0,28.4837,-15.9625,32.65153246,10.69699955,5708.0,4.50266981,nan,0.93669701
80081207,1,330.830136,-32.277727,2000.0,3.2,-11.9,12.3227432,10.16399956,5647.0,4.37017012,nan,1.08273995
80084158,1,331.04226,-31.865025,2000.0,-47.6,-112.51,122.16488898,10.2159996,5505.0,4.39838982,nan,1.02917004
80085577,1,331.181806,-34.350418,2000.0,21.8,23.6,32.12786952,10.20300007,5577.0,4.38389015,nan,1.05640996
88272711,1,333.302312,-47.707903,2000.0,64.0585,-5.02671,64.25542184,10.37800026,6016.5,4.25,-0.50999999,1.09019005
89018360,1,337.96541,-45.398909,2000.0,-10.9833,-18.0275,21.1097995,9.27299976,5865.0,4.44477987,nan,1.02242994
89261114,1,312.786371,-31.97402,2000.0,4.79962,14.3635,15.14418979,10.38199997,5598.0,4.44717979,nan,0.98479402
92325090,1,313.622149,-32.393576,2000.0,-4.52456,-36.9998,37.27541875,10.55900002,5539.0,4.48010015,nan,0.94100302
92708084,1,316.55299,-29.983509,2000.0,nan,nan,nan,10.25699997,5660.0,4.36766005,nan,1.08764005
92733122,1,316.770442,-32.33178,2000.0,37.8,-11.3,39.45288329,9.79399967,5643.0,4.37094021,nan,1.08123004
92912948,1,318.126575,-32.077855,2000.0,22.5785,-63.2589,67.16753004,9.06499958,5697.0,4.41604996,nan,1.03348005
97409519,1,332.714323,-30.749674,2000.0,0.388148,-13.5834,13.58894457,12.14299965,6050.0,4.45061016,nan,1.01999998
99768342,1,322.500279,-21.901835,2000.0,8.29084,6.47903,10.52216031,13.44499969,5661.0,4.36746979,nan,1.08801997
121475429,1,343.064581,-45.236526,2000.0,-45.8317,-71.082,84.5765656,10.41699982,5870.0,4.43095016,nan,1.03959
129639692,1,321.299539,-38.115826,2000.0,18.3116,-43.0866,46.8163411,9.8739996,5806.0,4.46279001,nan,0.993267
139256419,1,347.15406,-47.048524,2000.0,7.98,-194.64,194.8035164,9.74400043,5678.0,4.36420012,nan,1.09443998
139257198,1,347.343278,-45.374694,2000.0,60.66,10.04,61.48526002,10.42099953,5511.0,4.39717007,nan,1.03145003
139267284,1,347.734518,-44.610847,2000.0,-15.4824,-30.8906,34.55334829,9.77000046,5802.0,4.51499987,0.13500001,1.07393003
139267741,1,347.604877,-42.837366,2000.0,38.8986,-24.879,46.17429721,10.01099968,5964.0,4.54185009,nan,0.92827499
139368946,1,349.834727,-47.446506,2000.0,7.15617,14.9733,16.59549583,10.40400028,5922.0,4.45488024,nan,1.01921999
139843668,1,325.571719,-53.127801,2000.0,34.0493,-17.3284,38.20508182,9.93400002,5896.0,4.4075098,nan,1.07211006
139878382,1,326.289303,-49.411302,2000.0,-48.4549,-15.8787,50.99029758,9.7840004,6064.10009766,4.78000021,-0.25,0.96877801
139879080,1,326.381069,-51.564593,2000.0,47.6808,-40.0955,62.29853777,9.34300041,5572.0,4.45756006,nan,0.969881
139932636,1,327.326283,-50.579351,2000.0,-49.9153,-16.6564,52.62103035,10.06599998,5634.60009766,4.13000011,-0.38999999,1.02409005
140579430,1,68.343996,-76.411296,2000.0,27.63,67.8,73.21377534,10.61999989,5610.0,4.37737989,nan,1.06882
140580336,1,68.208067,-74.207205,2000.0,24.0326,29.2106,37.8262477,10.50699997,5617.50976563,4.41915989,0.29646501,1.05312002
140663885,1,72.736809,-74.980377,2000.0,24.3024,-23.2291,33.61841359,9.94499969,5785.08007813,4.35138988,0.361471,0.97573501
140799035,1,74.755515,-73.577128,2000.0,-9.16664,41.9232,42.91365735,11.13899994,5664.54980469,4.5699501,-0.0327275,0.92733902
140828333,1,75.305042,-75.096019,2000.0,-34.8121,-86.174,92.93998377,10.06099987,5811.70019531,4.21999979,-0.82999998,1.03926003
140830874,1,75.592949,-72.513458,2000.0,5.66297,-1.27482,5.80468735,10.54899979,5507.74023438,4.33459997,-0.47612101,0.911807
140939704,1,77.012649,-73.324911,2000.0,52.1287,33.8413,62.15010016,10.74199963,5701.24023438,4.43456984,-0.31471801,0.968095
140940493,1,77.018015,-72.708968,2000.0,27.5183,107.64,111.10187413,10.15200043,5516.25,4.50310993,-0.0243424,0.91451102
140968260,1,77.637888,-76.849663,2000.0,-15.0286,-75.4897,76.97112201,11.00599957,6028.0,4.47694016,nan,1.01118004
140972368,1,77.944881,-72.24908,2000.0,-17.5688,67.8678,70.10492857,10.11299992,5514.10009766,4.03999996,-0.06,1.08852994
140998522,1,78.539547,-77.750419,2000.0,-11.9012,52.9275,54.24904439,10.80200005,5680.0,4.40669012,nan,1.04244995
141029787,1,79.536069,-76.904034,2000.0,242.44,138.66,279.29151294,8.43000031,5679.41015625,4.36000013,-0.28,0.99673802
141123049,1,80.293607,-74.460786,2000.0,51.6179,22.3397,56.24473128,11.1079998,5988.0,4.54648018,nan,0.92701501
141548474,1,88.505545,-72.278726,2000.0,-37.2286,-1.94778,37.27951857,10.05599976,5528.0,4.51615,nan,0.90143901
141686804,1,90.490684,-74.836705,2000.0,29.4895,36.0876,46.60413591,10.99300003,5594.79003906,4.42687988,0.27284101,1.07966006
141824122,1,93.218418,-74.186174,2000.0,19.8188,68.646,71.44968964,10.39500046,5676.0,4.36036015,nan,1.09900999
141909481,1,94.468046,-75.989826,2000.0,11.594,-11.8133,16.55218695,10.32400036,5570.0,4.38528013,nan,1.05376995
141941684,1,95.168977,-75.71702,2000.0,40.2391,-34.5738,53.05217069,10.01299953,5683.0,4.50816011,nan,0.92786998
141975044,1,96.009007,-73.584232,2000.0,26.1906,-9.29951,27.7925964,10.92800045,5933.0,4.42976999,nan,1.05091
142052086,1,97.333318,-77.416424,2000.0,32.1,13.6,34.86215713,10.89599991,5617.0,4.37600994,nan,1.07145
143858068,1,332.101008,-48.09074,2000.0,43.6507,1.69285,43.6835135,10.39299965,5502.0,4.4471302,nan,0.97262299
143858466,1,332.085242,-49.411697,2000.0,26.2,1.6,26.2488095,10.04199982,5555.0,4.38827991,nan,1.04811001
147132004,1,321.995114,-44.239155,2000.0,-2.80957,-80.2051,80.25429428,10.50199986,5587.0,4.39726019,nan,1.04159999
147198161,1,322.915761,-45.900862,2000.0,338.12,19.3861,338.67529475,8.38399982,5660.0,nan,nan,1.01287997
147201630,1,323.026638,-46.281166,2000.0,-28.0622,-36.8361,46.30750838,9.74300003,6095.0,4.4482398,nan,1.05774999
147249011,1,323.87361,-45.421544,2000.0,51.5859,-10.8011,52.70454288,10.52499962,5839.0,4.54498005,nan,0.907695
147284534,1,324.727308,-44.196705,2000.0,-58.8554,-40.1304,71.23487287,10.13199997,5537.0,4.3931098,nan,1.03985
147349902,1,326.302183,-43.416905,2000.0,35.1842,-12.0059,37.17619621,9.79899979,5886.0,4.45553017,nan,1.01294994
147423322,1,327.45362,-43.820368,2000.0,20.5548,-15.881,25.97510277,10.48999977,5862.0,4.43374014,nan,1.03506994
149107360,1,80.743916,-60.993815,2000.0,-21.0571,57.9947,61.69916279,10.16899967,5531.0,4.41892004,nan,1.00861001
149350447,1,83.7049,-64.755553,2000.0,-9.6,4.2,10.47854952,10.84599972,5639.0,4.37171984,nan,1.07973003
149630754,1,87.560639,-60.692772,2000.0,10.7599,49.2452,50.40699526,10.48099995,5940.64013672,4.35522985,-0.191293,1.08258998
149989864,1,90.445528,-63.050804,2000.0,1.26618,78.0247,78.03497307,10.25599957,5599.16992188,4.36500978,0.15030199,1.09291005
150065244,1,91.615779,-63.312893,2000.0,-61.5515,66.1501,90.35719607,9.78199959,5878.0,4.38857985,nan,1.09282994
150272447,1,94.596899,-62.341585,2000.0,-55.9673,57.8713,80.50730422,8.76500034,6095.0,4.58333015,nan,0.90539199
150324841,1,95.945939,-64.634026,2000.0,-15.9,22.6,27.6327704,10.76399994,5820.54003906,4.46759987,0.0245751,0.98919898
150359325,1,96.143558,-60.152466,2000.0,224.55,416.905,473.53192239,10.51200008,6073.33007813,3.99895,-1.0165,1.00272
150389142,1,96.393692,-64.868846,2000.0,2.45008,16.8316,17.00898735,10.58899975,5622.99023438,4.46431017,0.186239,0.98144299
152807774,1,343.594887,-39.568774,2000.0,75.3072,-85.4424,113.89283599,10.04199982,5525.0,4.49921989,nan,0.918823
152876503,1,337.276603,-41.403086,2000.0,-40.81,-31.32,51.44315795,9.7510004,5540.0,4.39129019,nan,1.04244006
159730319,1,318.74495,-38.764286,2000.0,24.6507,-44.722,51.06578399,10.22299957,5904.0,4.39959002,nan,1.08323002
159780288,1,319.661159,-39.391743,2000.0,-37.8713,-2.41665,37.94832751,10.2159996,5920.0,4.53416014,nan,0.930022
161137502,1,338.794032,-53.61176,2000.0,-13.2,-12.2,17.97442628,9.25199986,5633.0,4.37289,nan,1.07746994
161169062,1,339.455778,-52.593467,2000.0,49.0222,-86.0171,99.00564421,10.63700008,5657.0,4.4519701,nan,0.98666102
161174432,1,340.043818,-50.07699,2000.0,33.7673,-29.9909,45.16286785,10.04599953,5624.0,4.38801003,nan,1.05767
161223926,1,340.97106,-51.162894,2000.0,54.4091,-44.34,70.18821669,10.53100014,5581.0,4.43955994,nan,0.99133098
161263388,1,341.265084,-52.896026,2000.0,20.0714,-91.8889,94.0554679,9.92099953,5848.0,4.44510984,nan,1.01958001
161272010,1,342.227204,-50.294525,2000.0,-0.3,-2.2,2.22036033,9.35599995,5635.0,4.37249994,nan,1.07822001
161358441,1,344.123533,-50.694638,2000.0,74.099,-10.9567,74.90467993,9.81700039,5670.08007813,3.94076991,0.116851,0.912157
167006493,1,94.812281,-68.831398,2000.0,-41.8695,77.8971,88.43649257,8.52400017,5668.0,4.42000008,-0.011,1.07107997
167165143,1,96.738725,-70.92968,2000.0,11.7309,205.548,205.88247696,10.57499981,5807.0,4.42638016,nan,1.03593004
167305689,1,98.173578,-66.27096,2000.0,-14.6438,42.4278,44.88383998,10.11999989,5674.0,4.5030098,nan,0.93233001
167339970,1,98.422248,-67.909636,2000.0,62.1851,2.60972,62.23983693,10.12899971,5851.33984375,4.27777004,-0.28953499,1.04665005
167341796,1,98.709638,-66.594755,2000.0,34.2949,-72.583,80.27722003,9.98200035,5661.04980469,4.48598003,-0.0279735,1.06470001
167551205,1,100.865741,-65.458455,2000.0,-29.1823,9.86926,30.80598848,10.52000046,5888.49023438,4.35740995,-0.46639499,1.09285998
167897059,1,105.498838,-65.917883,2000.0,-16.2,-19.8,25.58280673,10.26299953,5592.0,4.38091993,nan,1.06204998
177165931,1,104.312638,-66.901743,2000.0,-27.1183,70.8572,75.86926246,10.64000034,5814.60009766,4.40302992,-0.28769299,0.990605
177351052,1,104.268777,-73.829611,2000.0,-39.0686,161.023,165.69478578,9.91600037,5640.58984375,4.36375999,-0.26037899,0.918428
183799498,1,20.970867,-75.964033,2000.0,-21.905,-14.2754,26.14605267,10.36100006,5688.0,4.48583984,nan,0.95261598
201292639,1,2.982318,-57.101735,2000.0,-1.85414,-21.5487,21.62832187,10.53299999,5900.0,4.46332979,nan,1.00598001
201293751,1,3.082159,-57.505975,2000.0,-3.80885,-18.1598,18.55493666,9.45800018,5856.0,4.44161987,nan,1.02484
204500377,1,326.860696,-31.319132,2000.0,-6.61838,-33.4945,34.14212184,10.39900017,5549.0,4.38948011,nan,1.04584002
206289027,1,353.498001,-48.833571,2000.0,53.4116,-30.4426,61.47805226,9.89099979,5841.0,4.42164993,nan,1.04646003
206353037,1,355.156947,-51.097179,2000.0,61.7368,-116.09,131.48505837,10.13000011,5587.60009766,3.88000011,-1.08000004,1.08091998
206463611,1,330.93396,-19.260945,2000.0,16.6462,-10.7877,19.83608948,10.08699989,5754.0,4.48046017,nan,0.966609
206482448,1,331.591996,-21.044118,2000.0,-10.4,-2.2,10.63014581,10.03600025,5966.0,4.5,-0.28999999,0.94052601
206482593,1,331.561393,-20.542286,2000.0,-1.40771,18.7332,18.78601687,10.11900043,5649.60009766,3.0999999,-1.11000001,1.08371997
212289450,1,309.166501,-26.037148,2000.0,49.3759,2.69806,49.44956045,9.89000034,5525.10009766,4.05000019,-0.43000001,1.09476995
212353906,1,310.599822,-28.62647,2000.0,56.39,3.08,56.47405156,10.07800007,5607.0,4.37796021,nan,1.06769001
214299906,1,339.340088,-37.723715,2000.0,93.0568,-53.7248,107.4519528,9.94699955,5944.0,4.43672991,nan,1.04434001
214300008,1,339.201825,-36.507982,2000.0,25.4229,16.0772,30.07989701,10.4659996,5865.0,4.51635981,nan,0.94154799
219122407,1,340.406781,-54.983828,2000.0,24.5582,21.0018,32.31378638,10.15499973,5583.0,4.37797022,nan,1.06445003
219141658,1,342.634627,-56.467113,2000.0,175.55,6.91561,175.68616383,9.10000038,5740.0,4.49399996,nan,0.94994599
219171756,1,91.272432,-53.096319,2000.0,27.8636,59.7645,65.94069809,10.14900017,5700.0,4.36404991,nan,1.09765995
219321605,1,326.472956,-54.020345,2000.0,76.3628,-224.232,236.87816921,9.22500038,5994.0,nan,nan,1.05950999
219326650,1,331.680547,-58.270064,2000.0,33.6689,17.2714,37.84040281,10.16100025,5917.0,4.45922995,nan,1.01335001
220421985,1,72.017244,-58.73207,2000.0,-21.5626,108.429,110.55222187,9.09899998,5813.0,4.45332003,nan,1.00511003
220424477,1,72.40111,-57.59909,2000.0,-19.9368,33.5794,39.05191543,11.06799984,5585.79980469,4.41271019,-0.251095,0.98887801
220453989,1,74.250191,-58.717595,2000.0,11.4933,-20.9371,23.88426472,11.10000038,5513.0,4.39675999,nan,1.03220999
220457174,1,74.434004,-59.226975,2000.0,-30.3427,-17.4659,35.0105285,10.31099987,5791.47998047,4.40221977,-0.25327399,0.931539
220497212,1,345.350237,-57.601124,2000.0,-5.0,9.2,10.47091209,10.45499992,5530.89990234,3.3900001,-1.08000004,1.03899002
220513500,1,40.489395,-62.614818,2000.0,-41.2461,-85.6935,95.10318979,9.73999977,5686.60009766,4.28000021,-0.2,1.07519996
220523945,1,42.581654,-63.461725,2000.0,46.8444,48.6723,67.55287262,10.32199955,5628.0,4.40373993,nan,1.03920996
220564278,1,45.762401,-61.954122,2000.0,-68.1313,-19.6263,70.90180316,10.12199974,5818.10009766,4.03000021,-0.79000002,1.04373002
220565867,1,45.984932,-62.873817,2000.0,-23.0457,-79.8992,83.15639752,10.37100029,5679.0,4.52110004,nan,0.91368502
229802115,1,328.430559,-55.590439,2000.0,-17.3255,0.0857348,17.32571213,10.375,5754.0,4.47473001,nan,0.97300702
231268979,1,334.600906,-49.394008,2000.0,38.6318,-66.81,77.17507416,9.43400002,5696.0,4.4042201,nan,1.04752004
231269840,1,334.835044,-49.905747,2000.0,-36.7724,-18.549,41.18585683,10.3210001,5888.0,4.44436979,nan,1.02635002
231834062,1,24.024375,-61.084322,2000.0,-78.6963,-675.426,679.99513903,9.50500011,5787.49023438,4.28800011,-1.23000002,0.94656301
231848474,1,26.790295,-62.425215,2000.0,58.4469,57.7628,82.17409071,10.25300026,5658.20019531,4.1500001,-0.08,1.05683005
231913345,1,7.388933,-61.960426,2000.0,6.3656,12.4674,13.99846156,10.31599998,5579.0,4.38349009,nan,1.05716002
231913573,1,7.248431,-60.898882,2000.0,-90.5787,-64.8896,111.42334173,10.32600021,5739.0,4.51925993,nan,0.92260599
234283843,1,335.565494,-60.507787,2000.0,-88.0566,-169.547,191.05012435,8.33199978,5681.87988281,nan,nan,1.01633
234306483,1,34.890508,-67.698489,2000.0,101.374,-309.051,325.25253032,7.45800018,5541.04980469,4.4359498,-0.37972599,1.00197995
234330311,1,35.575424,-70.81198,2000.0,19.5501,28.1522,34.27466666,10.33899975,5721.20019531,3.95000005,-0.23999999,0.98533899
234990683,1,349.711068,-62.711242,2000.0,23.0849,25.8715,34.67343537,10.47999954,5637.0,4.40470982,nan,1.03922999
234992854,1,349.851695,-65.41166,2000.0,-75.1883,-24.5431,79.0926306,10.89000034,5623.0,4.52609015,nan,0.90210301
234993428,1,350.01547,-64.150139,2000.0,3.89754,9.14706,9.94281272,10.32499981,5556.0,4.48999977,nan,0.93240303
237338865,1,348.211954,-65.76377,2000.0,194.883,29.2663,197.0682623,9.93799973,5570.89990234,3.80999994,-0.95999998,0.975196
237934953,1,58.908465,-61.553322,2000.0,65.4451,-9.69972,66.16000062,9.13700008,5687.0,4.40057993,nan,1.05072999
238198219,1,57.387632,-74.298818,2000.0,12.7786,75.4464,76.52092453,10.78199959,5757.0,4.45170021,nan,0.999547
238202466,1,58.226808,-74.398639,2000.0,-9.48125,-108.149,108.56380752,11.01000023,5772.39990234,4.42000008,-0.89999998,0.90606898
238830155,1,341.025559,-68.559464,2000.0,-11.5002,-7.83661,13.91643116,9.54100037,6006.10009766,4.21999979,-0.44999999,0.94036299
253923637,1,337.877707,-32.354446,2000.0,60.3239,-22.5828,64.4123883,7.31099987,6058.0,4.43732023,nan,1.06399
253923860,1,338.013467,-30.05076,2000.0,-1.0419,-47.1686,47.18010578,10.30300045,5563.0,4.38668013,nan,1.05113006
259783125,1,323.476572,-63.525819,2000.0,41.89,-43.59,60.45543979,10.17099953,5641.0,4.37132978,nan,1.08047998
260165092,1,93.033537,-57.847468,2000.0,2.89339,29.7695,29.90977827,9.94499969,5897.0,4.40186024,nan,1.07927001
260190161,1,93.08002,-56.255863,2000.0,-3.30702,7.52371,8.21843011,14.60700035,5619.0,4.37560987,nan,1.07219994
260192532,1,93.459366,-56.500874,2000.0,-16.6281,2.7473,16.85352684,10.8380003,5852.0,4.53041983,nan,0.92472601
260416560,1,95.545679,-55.795235,2000.0,-9.81015,11.4245,15.05849406,10.81400013,5686.0,4.46338987,nan,0.97731102
260751121,1,346.45758,-70.03151,2000.0,13.34,-31.74,34.42939442,10.24199963,5599.0,4.37953997,nan,1.06468999
260853505,1,349.784317,-69.447641,2000.0,15.2804,-95.1447,96.36391733,10.06999969,5557.97021484,3.90162992,-0.734981,0.943564
261062496,1,81.244202,-80.365052,2000.0,16.4306,-37.3328,40.7885103,9.82600021,5567.0,4.42904997,nan,1.00160003
261206561,1,87.83379,-82.062364,2000.0,30.5509,-30.3474,43.06184132,10.46199989,5548.0,4.48793983,nan,0.93364799
261561085,1,349.221101,-72.885713,2000.0,31.3977,-26.3205,40.97052948,10.47900009,5655.0,4.47406006,nan,0.96164101
261645921,1,19.280549,-79.201928,2000.0,-44.05,-30.87,53.78995631,10.14099979,5506.0,4.39819002,nan,1.02954996
262787754,1,348.08822,-55.489701,2000.0,-65.2052,-59.3494,88.17068326,9.60099983,5860.0,4.43723011,nan,1.03062999
262841880,1,52.125405,-64.3086,2000.0,-6.45119,36.6219,37.18576894,10.57900047,6005.0,4.42963982,nan,1.06355
263177505,1,18.104404,-83.041184,2000.0,9.43846,-35.7937,37.01720528,9.48400021,5897.0,4.52475023,nan,0.93688202
266634360,1,319.651132,-31.698425,2000.0,-167.81,-103.92,197.38176841,9.67399979,5523.79980469,3.75077009,-1.56107998,1.03629994
266634721,1,319.532646,-32.684414,2000.0,11.3504,11.4035,16.0894808,10.31599998,5878.70019531,4.48999977,-0.34999999,0.93574101
266878087,1,0.60906,-76.454268,2000.0,0.503298,-14.6568,14.6654388,10.5369997,5596.0,4.38012981,nan,1.06356001
266923751,1,2.115963,-76.594447,2000.0,27.7314,-25.6572,37.77992136,9.04300022,5712.0,4.37902021,nan,1.08053994
266980320,1,349.556843,-56.903885,2000.0,313.686,-20.1972,314.33554283,9.15400028,5586.0,4.36763,nan,1.0776
267046784,1,5.180234,-76.83295,2000.0,77.8984,-6.81049,78.19554653,9.73400021,5864.0,4.40593004,nan,1.06904995
269761066,1,66.667854,-78.136795,2000.0,-6.92845,-4.66486,8.35250491,10.57499981,6025.0,4.45493984,nan,1.03657997
269795697,1,68.141382,-79.70687,2000.0,-19.6801,22.8068,30.12401803,10.63199997,5702.0,4.51451015,nan,0.92331201
270037793,1,311.740765,-26.665806,2000.0,35.4,-0.3,35.40127116,10.36200047,6099.08007813,4.45604992,-0.575023,0.98216403
270534816,1,324.696673,-31.967817,2000.0,63.96,-12.08,65.09076739,9.84599972,5585.70019531,3.3900001,-1.38,1.05967999
270536514,1,324.788067,-32.521679,2000.0,-44.85,-25.1,51.39584127,10.32800007,5514.0,4.39656019,nan,1.03259003
271697953,1,109.993547,-75.425329,2000.0,-5.5086,108.569,108.70865851,10.01200008,5590.74023438,4.43535995,0.146052,0.976776
272003260,1,114.959444,-76.461432,2000.0,-111.874,53.6224,124.06108841,9.62800026,5619.0,4.51516008,nan,0.91307199
272234061,1,117.647628,-74.102737,2000.0,-10.0487,-12.9341,16.37886792,10.38199997,5502.0,4.47907019,nan,0.93750203
273512589,1,347.533447,-74.607491,2000.0,63.6952,40.4572,75.45769368,8.80700016,5749.0,4.51399994,nan,0.92940402
